"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.CloudHealth","Get-AzMonitorHealthModelEntityHistory","Get-AzMonitorHealthModelEntityHistory","2","8010","Get-AzMonitorHealthModelEntityHistory Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelEntityHistory","Get-AzMonitorHealthModelEntityHistory","2","8200","Get-AzMonitorHealthModelEntityHistory changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelEntitySignalHistory","Get-AzMonitorHealthModelEntitySignalHistory","2","8010","Get-AzMonitorHealthModelEntitySignalHistory Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelEntitySignalHistory","Get-AzMonitorHealthModelEntitySignalHistory","2","8200","Get-AzMonitorHealthModelEntitySignalHistory changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelEntitySignalRecommendation","Get-AzMonitorHealthModelEntitySignalRecommendation","2","8010","Get-AzMonitorHealthModelEntitySignalRecommendation Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelEntitySignalRecommendation","Get-AzMonitorHealthModelEntitySignalRecommendation","2","8200","Get-AzMonitorHealthModelEntitySignalRecommendation changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelRelationship","Get-AzMonitorHealthModelRelationship","2","8010","Get-AzMonitorHealthModelRelationship Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelRelationship","Get-AzMonitorHealthModelRelationship","2","8200","Get-AzMonitorHealthModelRelationship changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelSignalDefinition","Get-AzMonitorHealthModelSignalDefinition","2","8010","Get-AzMonitorHealthModelSignalDefinition Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
"Az.CloudHealth","Get-AzMonitorHealthModelSignalDefinition","Get-AzMonitorHealthModelSignalDefinition","2","8200","Get-AzMonitorHealthModelSignalDefinition changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Read-only Get function metadata reports None without SupportsShouldProcess; the verifier expects Medium."
